,sys/creation_time,sys/description,sys/hostname,sys/id,sys/modification_time,sys/name,sys/owner,sys/ping_time,sys/running_time,sys/size,sys/state,sys/tags,metrics/batch/accuracy,metrics/batch/loss,metrics/epoch/accuracy,metrics/epoch/loss,metrics/epoch/val_accuracy,metrics/epoch/val_loss,metrics/eval_accuracy,metrics/eval_loss,model/params/batch-size,model/params/dataset,model/params/epochs,model/params/loss-args,model/params/loss-kwargs,model/params/model,model/params/noise,model/params/noise-args,model/params/robust-method,model_summary,parameters/hyperparameters/dropout,parameters/hyperparameters/hidden_size_0,parameters/hyperparameters/hidden_size_1,parameters/hyperparameters/hidden_size_2,parameters/hyperparameters/num_layers,parameters/num-classes,parameters/num-features,source_code/entrypoint,source_code/git,monitoring/cpu,monitoring/memory,monitoring/stdout
10,2021-04-06 03:55:23.298000+00:00,,meriadoc,LAB-474,2021-04-06 03:56:00.380000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-06 03:55:54.715000+00:00,31.415,966121.0,idle,fix-hyperparameters,0.8673437237739563,0.3645316958427429,0.8673437237739563,0.3645316958427429,0.854687511920929,0.4039013683795929,0.9415500164031982,0.22418063879013062,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.1,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.3,6.709712982177734,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-474
"
11,2021-04-06 06:18:07.707000+00:00,,meriadoc,LAB-541,2021-04-06 06:22:00.666000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-06 06:21:54.101000+00:00,226.38,4806894.0,idle,fix-hyperparameters,0.8937371969223022,0.41454192996025085,0.8937371969223022,0.41454192996025085,0.9009749889373779,0.3943025469779968,0.9468399882316589,0.19939960539340973,32.0,synthetic-100-5-500K,20.0,"[array([[0.95  , 0.0125, 0.0125, 0.0125, 0.0125],
       [0.0125, 0.95  , 0.0125, 0.0125, 0.0125],
       [0.0125, 0.0125, 0.95  , 0.0125, 0.0125],
       [0.0125, 0.0125, 0.0125, 0.95  , 0.0125],
       [0.0125, 0.0125, 0.0125, 0.0125, 0.95  ]])]",None,simple-mlp,uniform,0.05,forward,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.2,10.283988952636719,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-541
"
12,2021-04-06 07:56:28.022000+00:00,,meriadoc,LAB-566,2021-04-06 08:00:14.879000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-06 08:00:14.408000+00:00,226.377,4806846.0,idle,fix-hyperparameters,0.6561458110809326,1.0961233377456665,0.6561458110809326,1.0961233377456665,0.658762514591217,1.0909559726715088,0.9330700039863586,0.48742854595184326,32.0,synthetic-100-5-500K,20.0,"[array([[0.7  , 0.075, 0.075, 0.075, 0.075],
       [0.075, 0.7  , 0.075, 0.075, 0.075],
       [0.075, 0.075, 0.7  , 0.075, 0.075],
       [0.075, 0.075, 0.075, 0.7  , 0.075],
       [0.075, 0.075, 0.075, 0.075, 0.7  ]])]",None,simple-mlp,uniform,0.3,forward,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.8,10.856208801269531,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-566
"
13,2021-04-06 06:46:03.127000+00:00,,meriadoc,LAB-548,2021-04-06 06:49:47.242000+00:00,synthetic-100-5-500K-uniform-[0.15],ygorcanalli,2021-04-06 06:49:39.440000+00:00,216.303,4806846.0,idle,fix-hyperparameters,0.788955569267273,0.7993908524513245,0.788955569267273,0.7993908524513245,0.7970749735832214,0.7901942133903503,0.9317899942398071,0.36873629689216614,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.15,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.4,10.341632843017578,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-548
"
14,2021-04-06 07:05:40.929000+00:00,,meriadoc,LAB-553,2021-04-06 07:09:19.496000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-06 07:09:17.226000+00:00,216.285,4806798.0,idle,fix-hyperparameters,0.7393179535865784,0.9255956411361694,0.7393179535865784,0.9255956411361694,0.7390124797821045,0.9294167757034302,0.92044997215271,0.4499908983707428,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.2,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.5,10.755500793457031,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-553
"
15,2021-04-06 06:37:52.409000+00:00,,meriadoc,LAB-546,2021-04-06 06:41:44.575000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-06 06:41:38.759000+00:00,226.339,4806894.0,idle,fix-hyperparameters,0.8456994891166687,0.5873945951461792,0.8456994891166687,0.5873945951461792,0.8508625030517578,0.5761645436286926,0.9426599740982056,0.25222858786582947,32.0,synthetic-100-5-500K,20.0,"[array([[0.9  , 0.025, 0.025, 0.025, 0.025],
       [0.025, 0.9  , 0.025, 0.025, 0.025],
       [0.025, 0.025, 0.9  , 0.025, 0.025],
       [0.025, 0.025, 0.025, 0.9  , 0.025],
       [0.025, 0.025, 0.025, 0.025, 0.9  ]])]",None,simple-mlp,uniform,0.1,forward,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,17.8,10.350265502929688,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-546
"
16,2021-04-06 04:03:12.663000+00:00,,meriadoc,LAB-485,2021-04-06 04:03:51.057000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-06 04:03:44.248000+00:00,31.584,966121.0,idle,fix-hyperparameters,0.7786718606948853,0.4512091875076294,0.7786718606948853,0.4512091875076294,0.7570000290870667,0.4996112585067749,0.9193999767303467,0.27244219183921814,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.2,boot-hard,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.9,6.926765441894531,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-485
"
17,2021-04-06 06:49:50.819000+00:00,,meriadoc,LAB-549,2021-04-06 06:53:36.309000+00:00,synthetic-100-5-500K-uniform-[0.15],ygorcanalli,2021-04-06 06:53:26.968000+00:00,216.139,4806846.0,idle,fix-hyperparameters,0.7902368307113647,0.7974210977554321,0.7902368307113647,0.7974210977554321,0.7972000241279602,0.7861691117286682,0.933459997177124,0.3574192225933075,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.15,boot-soft,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.0,10.495780944824219,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-549
"
18,2021-04-06 06:26:21.518000+00:00,,meriadoc,LAB-543,2021-04-06 06:30:01.925000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-06 06:29:57.761000+00:00,216.233,4806798.0,idle,fix-hyperparameters,0.8456151485443115,0.6311240792274475,0.8456151485443115,0.6311240792274475,0.8517749905586243,0.6205992698669434,0.9427899718284607,0.2868638038635254,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.1,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,20.3,10.367748260498047,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-543
"
19,2021-04-06 07:25:26.615000+00:00,,meriadoc,LAB-558,2021-04-06 07:29:07.893000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-06 07:29:02.882000+00:00,216.256,4806846.0,idle,fix-hyperparameters,0.6887052655220032,1.0478321313858032,0.6887052655220032,1.0478321313858032,0.6911374926567078,1.0442442893981934,0.9148399829864502,0.520865261554718,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.25,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.2,10.841106414794922,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-558
"
20,2021-04-06 04:05:21.217000+00:00,,meriadoc,LAB-488,2021-04-06 04:05:58.876000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-06 04:05:52.610000+00:00,31.392,966121.0,idle,fix-hyperparameters,0.7288437485694885,0.5592299103736877,0.7288437485694885,0.5592299103736877,0.7022500038146973,0.6212610006332397,0.8901500105857849,0.3780639171600342,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,none,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,24.3,6.943683624267578,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-488
"
21,2021-04-06 04:36:43.564000+00:00,,meriadoc,LAB-507,2021-04-06 04:38:07.475000+00:00,synthetic-80-5-200K-uniform-[0.05],ygorcanalli,2021-04-06 04:38:06.213000+00:00,82.644,1926361.0,idle,fix-hyperparameters,0.7370703220367432,0.6046809554100037,0.7370703220367432,0.6046809554100037,0.8392187356948853,0.3715134561061859,0.8826000094413757,0.11720273643732071,32.0,synthetic-80-5-200K,20.0,"[array([[0.95  , 0.0125, 0.0125, 0.0125, 0.0125],
       [0.0125, 0.95  , 0.0125, 0.0125, 0.0125],
       [0.0125, 0.0125, 0.95  , 0.0125, 0.0125],
       [0.0125, 0.0125, 0.0125, 0.95  , 0.0125],
       [0.0125, 0.0125, 0.0125, 0.0125, 0.95  ]])]",None,simple-mlp,uniform,0.05,backward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,22.2,8.14535903930664,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-507
"
22,2021-04-06 07:36:56.133000+00:00,,meriadoc,LAB-561,2021-04-06 07:40:43.846000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-06 07:40:42.545000+00:00,226.401,4806846.0,idle,fix-hyperparameters,0.7002584338188171,0.9950014352798462,0.7002584338188171,0.9950014352798462,0.7033874988555908,0.9904929399490356,0.9305700063705444,0.4309484660625458,32.0,synthetic-100-5-500K,20.0,"[array([[0.75  , 0.0625, 0.0625, 0.0625, 0.0625],
       [0.0625, 0.75  , 0.0625, 0.0625, 0.0625],
       [0.0625, 0.0625, 0.75  , 0.0625, 0.0625],
       [0.0625, 0.0625, 0.0625, 0.75  , 0.0625],
       [0.0625, 0.0625, 0.0625, 0.0625, 0.75  ]])]",None,simple-mlp,uniform,0.25,forward,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.8,10.895965576171875,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-561
"
23,2021-04-06 07:45:01.280000+00:00,,meriadoc,LAB-563,2021-04-06 07:48:37.384000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-06 07:48:27.192000+00:00,205.9,4806798.0,idle,fix-hyperparameters,0.6401082277297974,1.1464990377426147,0.6401082277297974,1.1464990377426147,0.6424000263214111,1.1450355052947998,0.9043800234794617,0.5834494829177856,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.3,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,20.5,10.905036926269531,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-563
"
24,2021-04-06 04:10:13.794000+00:00,,meriadoc,LAB-495,2021-04-06 04:10:51.889000+00:00,synthetic-50-2-100K-uniform-[0.3],ygorcanalli,2021-04-06 04:10:45.304000+00:00,31.508,966121.0,idle,fix-hyperparameters,0.6931562423706055,0.5445579290390015,0.6931562423706055,0.5445579290390015,0.648812472820282,0.608905017375946,0.8702499866485596,0.40507346391677856,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.3,boot-hard,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.8,7.0091400146484375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-495
"
25,2021-04-06 05:11:25.491000+00:00,,meriadoc,LAB-530,2021-04-06 05:12:52.872000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-06 05:12:48.171000+00:00,82.677,1926361.0,idle,fix-hyperparameters,0.5497812628746033,1.1187920570373535,0.5497812628746033,1.1187920570373535,0.6123124957084656,1.0365263223648071,0.8557500243186951,0.5647468566894531,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.3,boot-hard,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.3,8.487361907958984,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-530
"
26,2021-04-06 03:47:41.163000+00:00,,meriadoc,LAB-463,2021-04-06 03:48:19.022000+00:00,synthetic-50-2-100K-uniform-[0],ygorcanalli,2021-04-06 03:48:12.631000+00:00,31.466,966121.0,idle,fix-hyperparameters,0.9686718583106995,0.09460072964429855,0.9686718583106995,0.09460072964429855,0.9593750238418579,0.11614575237035751,0.9569000005722046,0.13092422485351562,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.0,none,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.9,6.5556640625,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-463
"
27,2021-04-06 03:58:52.930000+00:00,,meriadoc,LAB-479,2021-04-06 03:59:31.396000+00:00,synthetic-50-2-100K-uniform-[0.15],ygorcanalli,2021-04-06 03:59:24.454000+00:00,31.522,966121.0,idle,fix-hyperparameters,0.8174218535423279,0.44939520955085754,0.8174218535423279,0.44939520955085754,0.8031874895095825,0.48685088753700256,0.9286500215530396,0.2889936864376068,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.15,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,24.3,6.771297454833984,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-479
"
28,2021-04-06 04:56:16.805000+00:00,,meriadoc,LAB-520,2021-04-06 04:57:44.422000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-06 04:57:39.598000+00:00,82.79,1926361.0,idle,fix-hyperparameters,0.6235859394073486,0.973831057548523,0.6235859394073486,0.973831057548523,0.7002187371253967,0.859096109867096,0.8653249740600586,0.4820399880409241,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.2,boot-hard,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.2,8.200218200683594,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-520
"
29,2021-04-06 04:27:43.200000+00:00,,meriadoc,LAB-501,2021-04-06 04:29:08.771000+00:00,synthetic-80-5-200K-uniform-[0],ygorcanalli,2021-04-06 04:29:05.923000+00:00,82.718,1926361.0,idle,fix-hyperparameters,0.7803593873977661,0.5944679379463196,0.7803593873977661,0.5944679379463196,0.8917187452316284,0.34958142042160034,0.8874250054359436,0.34911859035491943,32.0,synthetic-80-5-200K,20.0,"[array([[1., 0., 0., 0., 0.],
       [0., 1., 0., 0., 0.],
       [0., 0., 1., 0., 0.],
       [0., 0., 0., 1., 0.],
       [0., 0., 0., 0., 1.]])]",None,simple-mlp,uniform,0.0,forward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.0,7.980747222900391,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-501
"
30,2021-04-06 04:26:14.392000+00:00,,meriadoc,LAB-500,2021-04-06 04:27:40.103000+00:00,synthetic-80-5-200K-uniform-[0],ygorcanalli,2021-04-06 04:27:37.177000+00:00,82.781,1926361.0,idle,fix-hyperparameters,0.7807656526565552,0.5289134383201599,0.7807656526565552,0.5289134383201599,0.8893125057220459,0.30549874901771545,0.8888999819755554,0.30522969365119934,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.0,boot-hard,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.8,7.940738677978516,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-500
"
31,2021-04-06 04:03:54.855000+00:00,,meriadoc,LAB-486,2021-04-06 04:04:32.940000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-06 04:04:26.285000+00:00,31.429,966121.0,idle,fix-hyperparameters,0.7831405997276306,0.513042151927948,0.7831405997276306,0.513042151927948,0.7559375166893005,0.5438619256019592,0.9190000295639038,0.32552680373191833,32.0,synthetic-50-2-100K,20.0,"[array([[0.8, 0.2],
       [0.2, 0.8]])]",None,simple-mlp,uniform,0.2,forward,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,24.7,6.94305419921875,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-486
"
